Fold,Case ID,Sentence,Attention Weight,Prediction,Label
fold_1,63,Sentence 0,1.0,0.35185253620147705,0
fold_1,64,Sentence 0,1.0,0.620473325252533,0
fold_1,1707,Sentence 0,1.0,0.040976788848638535,0
fold_1,1855,Sentence 0,1.0,0.8788425922393799,0
fold_1,1856,Sentence 0,1.0,0.9000452160835266,0
fold_1,1884,Sentence 0,1.0,0.49961763620376587,0
fold_1,1885,Sentence 0,1.0,0.20239901542663574,0
fold_1,1886,Sentence 0,1.0,0.30030012130737305,0
fold_1,1887,Sentence 0,1.0,0.3353078365325928,0
fold_1,1888,Sentence 0,1.0,0.1733623743057251,0
fold_1,1890,Sentence 0,1.0,0.06602585315704346,0
fold_1,1989,Sentence 0,1.0,0.19568248093128204,0
fold_1,1990,Sentence 0,1.0,0.22258897125720978,0
fold_1,1991,Sentence 0,1.0,0.19442546367645264,0
fold_1,2782,Sentence 0,1.0,0.637191891670227,0
fold_1,2784,Sentence 0,1.0,0.28422629833221436,0
fold_1,2786,Sentence 0,1.0,0.3393014371395111,0
fold_1,2787,Sentence 0,1.0,0.23818367719650269,0
fold_1,2788,Sentence 0,1.0,0.05369037389755249,0
fold_1,3345,Sentence 0,1.0,0.39145851135253906,0
fold_1,3473,Sentence 0,1.0,0.9603139162063599,1
fold_1,3475,Sentence 0,1.0,0.9595536589622498,1
fold_1,3476,Sentence 0,1.0,0.6699111461639404,1
fold_1,3477,Sentence 0,1.0,0.7849058508872986,1
fold_1,3478,Sentence 0,1.0,0.8937771320343018,1
fold_1,3479,Sentence 0,1.0,0.790253221988678,1
fold_1,3480,Sentence 0,1.0,0.9235791563987732,1
fold_1,3481,Sentence 0,1.0,0.38702699542045593,1
fold_1,3482,Sentence 0,1.0,0.7162609696388245,1
fold_1,3483,Sentence 0,1.0,0.38692963123321533,1
fold_1,3484,Sentence 0,1.0,0.5009763240814209,1
fold_1,3485,Sentence 0,1.0,0.5955142378807068,1
fold_1,3697,Sentence 0,1.0,0.9645946621894836,1
fold_1,3921,Sentence 0,1.0,0.22942955791950226,0
fold_1,3922,Sentence 0,1.0,0.25628983974456787,0
fold_1,4437,Sentence 0,1.0,0.2185584306716919,0
fold_1,4438,Sentence 0,1.0,0.07088984549045563,0
fold_1,4439,Sentence 0,1.0,0.12097511440515518,0
fold_1,4580,Sentence 0,1.0,0.7671193480491638,1
fold_1,4607,Sentence 0,1.0,0.7298697829246521,1
fold_1,4608,Sentence 0,1.0,0.4830482304096222,1
fold_1,4610,Sentence 0,1.0,0.5585769414901733,1
fold_1,4653,Sentence 0,1.0,0.8044112324714661,1
fold_1,4679,Sentence 0,1.0,0.5528197884559631,1
fold_1,4683,Sentence 0,1.0,0.47220996022224426,1
fold_1,4957,Sentence 0,1.0,0.6144553422927856,0
fold_1,4958,Sentence 0,1.0,0.5401358604431152,0
fold_1,4959,Sentence 0,1.0,0.25327688455581665,0
fold_1,4960,Sentence 0,1.0,0.5699348449707031,0
fold_1,5253,Sentence 0,1.0,0.151726633310318,0
fold_1,5254,Sentence 0,1.0,0.1040690690279007,0
fold_1,5255,Sentence 0,1.0,0.058578360825777054,0
fold_1,5792,Sentence 0,1.0,0.4909684360027313,0
fold_1,5793,Sentence 0,1.0,0.4040895402431488,0
fold_1,5794,Sentence 0,1.0,0.38364240527153015,0
fold_1,5908,Sentence 0,1.0,0.0767420306801796,1
fold_1,5909,Sentence 0,1.0,0.2363729178905487,1
fold_1,5966,Sentence 0,1.0,0.19161534309387207,0
fold_1,5976,Sentence 0,1.0,0.41421592235565186,0
fold_1,6239,Sentence 0,1.0,0.7614381313323975,1
fold_1,6280,Sentence 0,1.0,0.8496411442756653,1
fold_1,6281,Sentence 0,1.0,0.771909773349762,1
fold_1,6282,Sentence 0,1.0,0.7674556374549866,1
fold_1,6283,Sentence 0,1.0,0.8257905840873718,1
fold_1,6284,Sentence 0,1.0,0.8244034051895142,1
fold_1,6296,Sentence 0,1.0,0.9720568060874939,1
fold_1,6297,Sentence 0,1.0,0.9498805403709412,1
fold_1,6298,Sentence 0,1.0,0.9830085635185242,1
fold_1,6301,Sentence 0,1.0,0.9376863837242126,1
fold_1,6302,Sentence 0,1.0,0.9760140180587769,1
fold_1,6303,Sentence 0,1.0,0.9415907263755798,1
fold_1,6330,Sentence 0,1.0,0.563241183757782,1
fold_1,6331,Sentence 0,1.0,0.8105989694595337,1
fold_1,6332,Sentence 0,1.0,0.683766782283783,1
fold_1,6337,Sentence 0,1.0,0.8029947876930237,1
fold_1,6339,Sentence 0,1.0,0.6330720782279968,1
fold_1,6364,Sentence 0,1.0,0.6471624970436096,1
fold_1,6365,Sentence 0,1.0,0.3205856382846832,1
fold_1,6366,Sentence 0,1.0,0.3180832266807556,1
fold_1,6396,Sentence 0,1.0,0.040976542979478836,1
fold_1,6397,Sentence 0,1.0,0.2047792375087738,1
fold_1,6398,Sentence 0,1.0,0.3776334822177887,1
fold_1,6416,Sentence 0,1.0,0.23166725039482117,1
fold_1,7376,Sentence 0,1.0,0.6301812529563904,0
fold_1,7754,Sentence 0,1.0,0.0890435203909874,0
fold_1,7756,Sentence 0,1.0,0.305551677942276,0
fold_1,8316,Sentence 0,1.0,0.9466748833656311,1
fold_1,8432,Sentence 0,1.0,0.0663858950138092,0
fold_1,9144,Sentence 0,1.0,0.6044209003448486,0
fold_1,9866,Sentence 0,1.0,0.487272709608078,0
fold_1,10806,Sentence 0,1.0,0.3395634591579437,0
fold_1,10814,Sentence 0,1.0,0.4191240072250366,0
fold_1,10816,Sentence 0,1.0,0.285640686750412,0
fold_1,11524,Sentence 0,1.0,0.5193558931350708,0
fold_1,11660,Sentence 0,1.0,0.39924728870391846,0
fold_1,11662,Sentence 0,1.0,0.22128348052501678,0
fold_1,11832,Sentence 0,1.0,0.31471651792526245,0
fold_1,11833,Sentence 0,1.0,0.104960136115551,0
fold_1,11834,Sentence 0,1.0,0.37207767367362976,0
fold_1,11835,Sentence 0,1.0,0.5514402985572815,1
fold_1,11836,Sentence 0,1.0,0.19249044358730316,1
fold_1,11837,Sentence 0,1.0,0.40130966901779175,1
fold_1,12237,Sentence 0,1.0,0.1723616123199463,0
fold_1,12407,Sentence 0,1.0,0.18730558454990387,0
fold_1,12911,Sentence 0,1.0,0.2016924023628235,0
fold_1,13605,Sentence 0,1.0,0.5595355033874512,0
fold_1,13827,Sentence 0,1.0,0.6390523910522461,1
fold_1,13828,Sentence 0,1.0,0.5328341722488403,1
fold_1,13830,Sentence 0,1.0,0.8606237173080444,1
fold_1,13831,Sentence 0,1.0,0.8079749941825867,1
fold_1,13964,Sentence 0,1.0,0.9528182148933411,1
fold_1,14222,Sentence 0,1.0,0.569575309753418,0
fold_1,14225,Sentence 0,1.0,0.05960952490568161,0
fold_1,15165,Sentence 0,1.0,0.25910407304763794,0
fold_1,15168,Sentence 0,1.0,0.59038907289505,0
fold_1,15513,Sentence 0,1.0,0.5039700865745544,1
fold_1,15525,Sentence 0,1.0,0.6227439045906067,1
fold_1,15526,Sentence 0,1.0,0.9464582204818726,1
fold_1,15737,Sentence 0,1.0,0.10727379471063614,0
fold_1,15873,Sentence 0,1.0,0.4134747087955475,0
fold_1,15874,Sentence 0,1.0,0.4061720371246338,0
fold_1,16707,Sentence 0,1.0,0.7812057733535767,1
fold_1,16776,Sentence 0,1.0,0.033329110592603683,0
fold_1,18280,Sentence 0,1.0,0.3218201696872711,0
fold_1,18763,Sentence 0,1.0,0.35811281204223633,0
fold_1,18911,Sentence 0,1.0,0.5195226669311523,1
fold_1,19029,Sentence 0,1.0,0.20842812955379486,0
fold_1,19093,Sentence 0,1.0,0.2748081088066101,0
fold_1,19100,Sentence 0,1.0,0.14404131472110748,0
fold_1,19143,Sentence 0,1.0,0.602418065071106,0
fold_1,19144,Sentence 0,1.0,0.3095349967479706,0
fold_1,19409,Sentence 0,1.0,0.6257323026657104,0
fold_1,19410,Sentence 0,1.0,0.4518337845802307,0
fold_1,19411,Sentence 0,1.0,0.4800702929496765,0
fold_1,19412,Sentence 0,1.0,0.7216387987136841,0
fold_1,19413,Sentence 0,1.0,0.30377382040023804,0
fold_1,19414,Sentence 0,1.0,0.7782008051872253,0
fold_1,19568,Sentence 0,1.0,0.19785179197788239,0
fold_1,19664,Sentence 0,1.0,0.16316398978233337,0
fold_1,19678,Sentence 0,1.0,0.17689356207847595,0
fold_1,19679,Sentence 0,1.0,0.5565887093544006,0
fold_1,19857,Sentence 0,1.0,0.8968256711959839,0
fold_1,19867,Sentence 0,1.0,0.27573123574256897,0
fold_1,19868,Sentence 0,1.0,0.10717832297086716,0
fold_1,19871,Sentence 0,1.0,0.8991628885269165,0
fold_1,20466,Sentence 0,1.0,0.039909981191158295,0
fold_1,20467,Sentence 0,1.0,0.22790856659412384,0
