Fold,Case ID,Sentence,Attention Weight,Prediction,Label
fold_4,560,Sentence 0,1.0,0.3090541660785675,0
fold_4,1002,Sentence 0,1.0,0.24221855401992798,1
fold_4,1003,Sentence 0,1.0,0.7534317374229431,1
fold_4,1686,Sentence 0,1.0,0.3398503363132477,0
fold_4,2460,Sentence 0,1.0,0.49609315395355225,0
fold_4,2465,Sentence 0,1.0,0.6126706600189209,0
fold_4,3067,Sentence 0,1.0,0.9291324019432068,1
fold_4,3139,Sentence 0,1.0,0.9317121505737305,1
fold_4,3147,Sentence 0,1.0,0.8894480466842651,1
fold_4,3148,Sentence 0,1.0,0.9804120063781738,1
fold_4,3354,Sentence 0,1.0,0.3940815031528473,0
fold_4,3355,Sentence 0,1.0,0.10187956690788269,0
fold_4,3388,Sentence 0,1.0,0.07720613479614258,0
fold_4,3394,Sentence 0,1.0,0.5478265285491943,1
fold_4,3896,Sentence 0,1.0,0.9679931998252869,1
fold_4,3897,Sentence 0,1.0,0.9797576069831848,1
fold_4,3898,Sentence 0,1.0,0.9840044975280762,1
fold_4,3901,Sentence 0,1.0,0.9591230154037476,1
fold_4,3902,Sentence 0,1.0,0.6501968502998352,1
fold_4,3903,Sentence 0,1.0,0.17742665112018585,0
fold_4,3904,Sentence 0,1.0,0.9010347127914429,1
fold_4,3905,Sentence 0,1.0,0.3095151484012604,0
fold_4,3906,Sentence 0,1.0,0.9774070978164673,1
fold_4,3907,Sentence 0,1.0,0.980714738368988,1
fold_4,3908,Sentence 0,1.0,0.9514509439468384,1
fold_4,3910,Sentence 0,1.0,0.9545571208000183,1
fold_4,3935,Sentence 0,1.0,0.13472981750965118,0
fold_4,3940,Sentence 0,1.0,0.43713662028312683,1
fold_4,4141,Sentence 0,1.0,0.3212190270423889,0
fold_4,4325,Sentence 0,1.0,0.7065404057502747,0
fold_4,4326,Sentence 0,1.0,0.43707549571990967,0
fold_4,4340,Sentence 0,1.0,0.2569814622402191,0
fold_4,4862,Sentence 0,1.0,0.9658130407333374,1
fold_4,4864,Sentence 0,1.0,0.9908532500267029,1
fold_4,4865,Sentence 0,1.0,0.9554866552352905,1
fold_4,4866,Sentence 0,1.0,0.9715415239334106,1
fold_4,4867,Sentence 0,1.0,0.9756258726119995,1
fold_4,4868,Sentence 0,1.0,0.9833276867866516,1
fold_4,4869,Sentence 0,1.0,0.9899162650108337,1
fold_4,4870,Sentence 0,1.0,0.9439269304275513,1
fold_4,4973,Sentence 0,1.0,0.12160421162843704,0
fold_4,4974,Sentence 0,1.0,0.14768154919147491,0
fold_4,4975,Sentence 0,1.0,0.21318744122982025,0
fold_4,5276,Sentence 0,1.0,0.506935715675354,0
fold_4,5967,Sentence 0,1.0,0.12375960499048233,0
fold_4,5968,Sentence 0,1.0,0.29050618410110474,0
fold_4,6025,Sentence 0,1.0,0.9424824118614197,1
fold_4,6026,Sentence 0,1.0,0.9821229577064514,1
fold_4,6028,Sentence 0,1.0,0.9898309111595154,1
fold_4,6029,Sentence 0,1.0,0.9679898619651794,1
fold_4,6030,Sentence 0,1.0,0.958207905292511,1
fold_4,6031,Sentence 0,1.0,0.847963273525238,1
fold_4,6268,Sentence 0,1.0,0.45272547006607056,0
fold_4,6269,Sentence 0,1.0,0.6496108174324036,0
fold_4,6605,Sentence 0,1.0,0.9777262806892395,1
fold_4,7310,Sentence 0,1.0,0.41040125489234924,0
fold_4,7312,Sentence 0,1.0,0.39013639092445374,0
fold_4,8072,Sentence 0,1.0,0.17606031894683838,0
fold_4,8338,Sentence 0,1.0,0.14883367717266083,0
fold_4,8438,Sentence 0,1.0,0.5529124736785889,0
fold_4,9047,Sentence 0,1.0,0.401981383562088,0
fold_4,9149,Sentence 0,1.0,0.7178432941436768,0
fold_4,9150,Sentence 0,1.0,0.7407150268554688,0
fold_4,9508,Sentence 0,1.0,0.3702413737773895,0
fold_4,9541,Sentence 0,1.0,0.2295907884836197,0
fold_4,9740,Sentence 0,1.0,0.44935476779937744,0
fold_4,9952,Sentence 0,1.0,0.19730809330940247,0
fold_4,10807,Sentence 0,1.0,0.5537763237953186,0
fold_4,10810,Sentence 0,1.0,0.35600557923316956,0
fold_4,10813,Sentence 0,1.0,0.5367912650108337,0
fold_4,11804,Sentence 0,1.0,0.6708241105079651,1
