Fold,Case ID,Sentence,Sentence Attention Weight,Prediction,Label
fold_3,85," This case study demonstrates how Timothy Brittain-Catlin's long-term research into a group of historic buildings sharing a common theme, and designed by underappreciated architects, has had wide-ranging impacts on various groups.",0.04729655385017395,0.15681318938732147,0
fold_3,85,"These groups include general audiences; amenity societies; architectural historians; heritage and conservation enthusiasts; and, in turn, public bodies including planning authorities and government agencies.",0.0033759952057152987,0.15681318938732147,0
fold_3,85,"The impacts of this important research range from informing cultural understanding amongst general audiences to directly influencing policy decisions about the preservation of historic buildings. 
 ",0.00836039800196886,0.15681318938732147,0
fold_3,85,"Since Brittain-Catlin joined Kent School of Architecture as Lecturer (subsequently Senior Lecturer) in 2007 his research, under the general title of `The reputation of architects at times of change', has been directed towards changes in architectural practice at various historical moments in Britain: the 1830-1840s, the post-First World War era, and the post-Second World War era.",0.035832539200782776,0.15681318938732147,0
fold_3,85,"A common theme has been the way in which architects were required to keep up with both stylistic and professional changes, or face loss of reputation or livelihood.",0.0026552509516477585,0.15681318938732147,0
fold_3,85,"Key insights deriving from research, which have developed and guided impact, include: 1) the long-term cultural value of some architects' work has been undermined by the traditional methodologies of architectural history and are underprotected statutorily.",0.010776517912745476,0.15681318938732147,0
fold_3,85,"2) some significant sources of research have up to now been missed by researchers (for example, the parsonage mortgage files in diocesan archives, and personal archives held by some twentieth-century architects).",0.0011227360228076577,0.15681318938732147,0
fold_3,85,"3) the value of aspects of architectural practice change at certain historical periods, so that hidden qualities can be appreciated best by later audiences.",0.0022453349083662033,0.15681318938732147,0
fold_3,85,The research was undertaken mainly in the form of archival and site research.,0.009836386889219284,0.15681318938732147,0
fold_3,85,"Research for The English Parsonage in the Early Nineteenth Century [ref 3.1], completed during 2008, consisted of finding, reviewing and analysing drawings and documents relating to parsonage mortgage applications made by incumbents in the Church of England to church mortgage givers.",0.008330263197422028,0.15681318938732147,0
fold_3,85,"This process revealed how the gothic revival spread across English domestic architecture and how some architects faced loss of reputation, a phenomenon subsequently developed by Brittain-Catlin in his role as editor of the peer-review journal of The Pugin Society",0.0025541668292135,0.15681318938732147,0
fold_3,85,[3.6].,0.023053623735904694,0.15681318938732147,0
fold_3,85,A second phase of research was carried out during 2008-09 and consisted mainly of reviewing material in the Lloyds Banking Group Archives.,0.0030514237005263567,0.15681318938732147,0
fold_3,85,This material related to the career of Horace Field as architect of a series of influential bank branches.,0.006262307986617088,0.15681318938732147,0
fold_3,85,"The course of Field's career, and especially its downward trajectory, was then described in `Horace Field and Lloyds Bank', a detailed account of Field's work for the bank that was published in Architectural History in 2010 [3.3]; and `Downward trajectory: towards a theory of failure' (ARQ, 2011)",0.003567720763385296,0.15681318938732147,0
fold_3,85,"[3.5], which uses the overall pattern of Field's career, beyond his bank work, as a way of suggesting alternative interpretations of `unsuccessful' architects.",0.007675479166209698,0.15681318938732147,0
