Fold,Case ID,Sentence,Attention Weight,Prediction,Label
fold_4,560, Professor Stuart Harrop's advice has informed and underpinned the UN Food and Agricultural Organisation (UNFAO) policy approach to `Globally Important Agricultural Heritage Systems' (GIAHS).,0.0420948751270771,0.3784319758415222,0
fold_4,560,GIAHS are defined as `remarkable land use systems and landscapes which are rich in globally significant biological diversity evolving from the co-adaption of community with its environment and its needs and aspirations for sustainable development' see www.fao.org/giahs/giahs/en/. The UNFAO GIAHS project promotes and protects traditional agricultural systems to support food security/resilience strategies and preserve cultural and agro- and bio-diversity.,0.05766132473945618,0.3784319758415222,0
fold_4,560,"Currently, there are GIAHS sites in Algeria, Brazil, Chile, China, India, Italy, Kenya, Japan, Madagascar, Morocco, Peru, Philippines, Tanzania, Tunisia, USA, Vanuatu (further details at www.fao.org/giahs/giahs-sites/en/).",0.01632249727845192,0.3784319758415222,0
fold_4,560,UNFAO requested Harrop to provide advice on the international law and policy that might support GIAHS.,0.0038714793045073748,0.3784319758415222,0
fold_4,560,That advice continues to underpin the approach to the UNFAO's most recent work and meetings concerning GIAHS.,0.01612876169383526,0.3784319758415222,0
fold_4,560,"In particular, Harrop's work has informed the UNFAO's decision not to engage in drafting an additional international legal framework.",0.006985468324273825,0.3784319758415222,0
fold_4,560,"Instead, the organisation is using the existing legal arrangements to protect these land-use systems and landscapes. 
 ",0.033740147948265076,0.3784319758415222,0
fold_4,560,"Professor Harrop's (employed at Kent 1996 to 2013) research explores the relationship between trade and the environment, animal welfare, conservation and wildlife management law.",0.04051128029823303,0.3784319758415222,0
fold_4,560,"Prior to joining academia, Harrop qualified as a solicitor and worked as a legal advisor for a range of organisations, including ICI and The London Stock Exchange, and he was Director of Legal Services for the Royal Society for the Prevention of Cruelty to Animals (RSPCA).",0.011716071516275406,0.3784319758415222,0
fold_4,560,"His research dealt with two key areas that concerned GIAHS: Paper 1 (section 3, publication i) examined the challenges facing some rural communities, regarding the protection of intellectual property within their traditional agricultural and hunting practices, and the recent developments in international policy and law that are relevant to those challenges.",0.034932177513837814,0.3784319758415222,0
fold_4,560,"Paper 2 (section 3, publication ii) examined the broader manner in which diverse instruments of international law and policy supported or hindered the role of traditional practices in biodiversity preservation.",0.011533338576555252,0.3784319758415222,0
fold_4,560,"In particular, it analysed a wide range of law and policy within conventions deriving from the biodiversity preservation agenda, in addition to instruments dealing with indigenous rights.",0.01282088365405798,0.3784319758415222,0
fold_4,560,"On the basis of this, Harrop was invited to advise the UN Food and Agriculture Organisation on the legal matrix and likely legal and policy arrangements required for the proposed full-scale GIAHS, to optimise its effect on the global community.",0.014269333332777023,0.3784319758415222,0
fold_4,560,"The report Harrop, S. (2005) GIAHS-",0.015125156380236149,0.3784319758415222,0
fold_4,560,"An Examination of Their Context in Existing Multilateral Instruments (UNFAO) was prepared in response; it clearly links into the underpinning research, and is available on the UNFAO site at: www.fao.org/giahs/giahs-inforesources/publications/publications-detail/en/c/143375/ 
 The GIAHS project is designed to establish the basis for international recognition, conservation and adaptive management of Globally Important Agricultural Heritage Systems and their associated landscapes, agricultural biodiversity, knowledge systems, food and livelihood and cultures throughout the world.",0.026782257482409477,0.3784319758415222,0
fold_4,560,"It is a UNFAO initiative supported by the Global Environmental Facility (GEF) (through UNDP during preparatory phases) and the full scale project is currently being implemented/executed by UNFAO, in close collaboration with United Nations Development Programme (UNDP), United Nations Educational, Scientific and Cultural Organisation (UNESCO), International Fund for Agricultural Development (IFAD), The International Plant Genetic Resources Institute (IPGRI), United Nations University (UNU), bilateral donors, and others (a full list of partners is at www.fao.org/giahs/giahs-partners/en/; and see Terms of Reference for the GIAHS Steering Committee, detailed in section 5, point D).",0.042672641575336456,0.3784319758415222,0
fold_4,560,The project document (UNFAO Implementation doc 2008-2013) is published on the FAO website: www.fao.org/fileadmin/templates/giahs/PDF/GIAHS_FSP_Document.pdf.,0.018403729423880577,0.3784319758415222,0
fold_4,560,"A key consideration in the formulation of GIAHS was the extent of interlinkage and overlap with existing international law and policy, and the agendas of other international institutions within the UN family.",0.0034832824021577835,0.3784319758415222,0
fold_4,560,Expert advice was required to underpin the strategy of the then fledgling project in order to determine how it would develop and be implemented under a UN framework.,0.021726148203015327,0.3784319758415222,0
fold_4,560,A representative of the GIAHS team in UNFAO therefore approached Harrop after studying his publications.,0.004434384871274233,0.3784319758415222,0
fold_4,560,Harrop's report (August 2005) formed the basis of the policy approach establishing and supporting the GIAHS project.,0.005349075421690941,0.3784319758415222,0
fold_4,560,"Previously the GIAHS team had been considering a potentially counter-productive `hard law' approach to GIAHS, which entails the development of new, global level, enforcement mechanisms (including systems of sanctions); instead, as a result of Harrop's advice, they pursued a policy that made use of existing legal frameworks.",0.006641855463385582,0.3784319758415222,0
fold_4,560,"Harrop's report reviewed how existing legal mechanisms, at the global, national and local levels, could be used to protect important agricultural heritage systems.",0.02247186005115509,0.3784319758415222,0
fold_4,560,"Harrop reviewed the capacity for current policy instruments under Agenda 21, the Johannesburg Declaration on Sustainable Development and Forest Principles to be used to protect agricultural systems.",0.03170773759484291,0.3784319758415222,0
fold_4,560,"At the global level, Harrop identified existing legal support for such agricultural systems in the Convention on Biodiversity, World Heritage Convention, UNESCO Man and Biosphere Program, The RAMSAR Convention on Wetlands, The World Trade Organisation (WTO), and The World Intellectual Property Organisation (WIPO), amongst others.",0.022399157285690308,0.3784319758415222,0
fold_4,560,"The 2005 report also offers a summary of locally specific legal instruments including customary laws, legal arrangements surrounding community level land tenure systems, and legal instruments governing access to natural resources (especially for nomadic peoples) and the right to development.",0.012100550346076488,0.3784319758415222,0
fold_4,560,"The report was presented in Rome to senior members of UNFAO and representatives across divisions of that organisation, in addition to other representatives of international agencies and institutions of the UN including UNESCO, the Convention on Biological Diversity and the World Intellectual Property Organisation.",0.010522430762648582,0.3784319758415222,0
