Fold,Case ID,Sentence,Attention Weight,Prediction,Label
fold_5,100,Sentence 0,1.0,0.07092922180891037,0
fold_5,106,Sentence 0,1.0,0.17776429653167725,1
fold_5,107,Sentence 0,1.0,0.15062548220157623,1
fold_5,108,Sentence 0,1.0,0.3724108934402466,1
fold_5,382,Sentence 0,1.0,0.5401942729949951,1
fold_5,383,Sentence 0,1.0,0.64952152967453,1
fold_5,384,Sentence 0,1.0,0.4109348654747009,1
fold_5,546,Sentence 0,1.0,0.23427918553352356,1
fold_5,547,Sentence 0,1.0,0.3592100441455841,1
fold_5,548,Sentence 0,1.0,0.4700835049152374,1
fold_5,941,Sentence 0,1.0,0.6734545826911926,0
fold_5,942,Sentence 0,1.0,0.8275834918022156,0
fold_5,1916,Sentence 0,1.0,0.17404423654079437,1
fold_5,2011,Sentence 0,1.0,0.2276713252067566,1
fold_5,2377,Sentence 0,1.0,0.7754512429237366,1
fold_5,2378,Sentence 0,1.0,0.6490123271942139,1
fold_5,2734,Sentence 0,1.0,0.3258138597011566,0
fold_5,2789,Sentence 0,1.0,0.26726844906806946,0
fold_5,2790,Sentence 0,1.0,0.2219248116016388,0
fold_5,2794,Sentence 0,1.0,0.4012126326560974,0
fold_5,2796,Sentence 0,1.0,0.4571426212787628,0
fold_5,3471,Sentence 0,1.0,0.797084629535675,1
fold_5,3472,Sentence 0,1.0,0.31103506684303284,1
fold_5,3663,Sentence 0,1.0,0.2161487340927124,1
fold_5,3664,Sentence 0,1.0,0.22052334249019623,1
fold_5,3681,Sentence 0,1.0,0.5769544839859009,1
fold_5,3682,Sentence 0,1.0,0.6652907729148865,1
fold_5,3683,Sentence 0,1.0,0.6436634659767151,1
fold_5,3865,Sentence 0,1.0,0.9516080617904663,1
fold_5,3866,Sentence 0,1.0,0.9500526785850525,1
fold_5,3869,Sentence 0,1.0,0.9392548203468323,1
fold_5,3899,Sentence 0,1.0,0.20247958600521088,0
fold_5,3912,Sentence 0,1.0,0.6094715595245361,0
fold_5,3913,Sentence 0,1.0,0.45532217621803284,0
fold_5,3915,Sentence 0,1.0,0.09899857640266418,0
fold_5,3916,Sentence 0,1.0,0.18994607031345367,0
fold_5,3924,Sentence 0,1.0,0.21053248643875122,0
fold_5,3925,Sentence 0,1.0,0.13677266240119934,0
fold_5,3936,Sentence 0,1.0,0.09908860176801682,0
fold_5,3937,Sentence 0,1.0,0.20909415185451508,0
fold_5,4578,Sentence 0,1.0,0.2632572054862976,1
fold_5,4579,Sentence 0,1.0,0.5398412942886353,1
fold_5,4671,Sentence 0,1.0,0.45493587851524353,0
