Fold,Case ID,Sentence,Attention Weight,Prediction,Label
fold_2,1112," The case study addresses the impact of the project `Children Decide: power, participation and purpose in the primary classroom' (2004-6) regarding its two aims: developing collaborative approaches to decision-making in schools, and advancing methodological understanding of children as action researchers.",0.05494200065732002,0.15887963771820068,0
fold_2,1112,The project made a subsequent methodological contribution (children as researchers) to educational evaluation and policy in two international organisations.,0.0075497678481042385,0.15887963771820068,0
fold_2,1112,"Since 2008, the project has had a direct and significant impact on children's participation in decision-making in Norfolk schools, as reported by the teachers and those who attended dissemination conferences and professional development initiatives, and nationally by educators who used the published report. 
 ",0.01380897220224142,0.15887963771820068,0
fold_2,1112,"The `Children Decide' project focused on children researching their role in decision-making in their classrooms and schools, with a view to increasing their involvement.",0.013284961692988873,0.15887963771820068,0
fold_2,1112,"Led by co-investigators, Sue Cox (Senior Lecturer), at the University of East Anglia (UEA), 1999-present, and Anna Robinson- Pant (Professor) at UEA 2000-present, the action research project was carried out by children and their class teachers in six Norfolk primary schools from 2004 to 2006.",0.1981988549232483,0.15887963771820068,0
fold_2,1112,"Recognised as fulfilling their aim to support practitioner and policy-focused research, the project was funded by the CfBT Education Trust.",0.05059748888015747,0.15887963771820068,0
fold_2,1112,"As the project aimed to introduce more participatory approaches to decision-making in classrooms, this necessarily had implications for the ways in which adults worked with children as action researchers.",0.007019354496151209,0.15887963771820068,0
fold_2,1112,"The project explored the constraints encountered by both children and teachers in sharing decisions, and in carrying out action research, and identified two dimensions of impact: the teachers' thinking and action, as well as children's research and decision-making.",0.020953219383955002,0.15887963771820068,0
fold_2,1112,Children researched their own decision-making and began to take more ownership of decision-making in their classrooms.,0.0024933498352766037,0.15887963771820068,0
fold_2,1112,"Teachers developed more insight into children's values, priorities and practices, though they struggled with their need to mediate the project aims in the context of their professional role in the current target-driven school culture.",0.006622095126658678,0.15887963771820068,0
fold_2,1112,"Key research insights were related to methodological innovation, as well as the empirical findings around the classroom context of decision-making noted above (see reference 3).",0.001693405327387154,0.15887963771820068,0
fold_2,1112,"Building on the long-established methodological contribution of the School's Centre for Applied Research in Education to action research in schools, the project pioneered the idea of engaging young children as action researchers.",0.049141209572553635,0.15887963771820068,0
fold_2,1112,"As well as developing child-friendly methods for data collection and analysis, the project influenced children's roles and identities in the classroom as a result of their involvement as action researchers.",0.012351436540484428,0.15887963771820068,0
fold_2,1112,"In academic publications, Cox and Robinson-Pant (see references 4 and 6) explored the methodological findings around facilitating children's action research in relation to negotiating differing identities, communicative practices and notions of risk.",0.008632228709757328,0.15887963771820068,0
fold_2,1112,"Their earlier CfBT project, `Empowering Children through Visual Communication' (2002-3), explored how adult-child power relationships in school councils were being affected by the promotion of literacy practices common in adult meetings, such as a written agenda and minutes (references 1 and 2).",0.006663339212536812,0.15887963771820068,0
fold_2,1112,These research findings shaped the facilitation methods used in the `Children Decide' project and its aims (see reference 3).,0.00930588785558939,0.15887963771820068,0
fold_2,1112,"Both projects brought together Cox's expertise in primary pedagogy and practice, and Robinson- Pant's expertise in participatory research in international development (particularly in adapting visual methods from Participatory Rural Appraisal, a methodology widely used in the South to empower marginalised groups).",0.004888480994850397,0.15887963771820068,0
fold_2,1112,"This partnership developed dynamic relationships between international, national and regional perspectives, shaping their subsequent ESRC seminar series on `Children as Decision Makers' (2007) which led to the international dissemination and impact of the original `Children Decide' research findings in contexts beyond schools and beyond the UK.",0.02074120193719864,0.15887963771820068,0
fold_2,1112,"Educators, activists and researchers working in countries of both the South and North came together to share and reflect on approaches to facilitating children's participation in educational decision-making (see reference 5).",0.010372083634138107,0.15887963771820068,0
fold_2,1112,"This included hosting an international research seminar in one of the Norfolk partner primary schools so that teachers and children involved in the original Children Decide project could contribute to these wider debates. 
 ",0.019208336248993874,0.15887963771820068,0
fold_2,1112,"This case study considers the evidence of reach and impact on teacher professional development, educational decision-making and classroom practice in the schools directly involved at the time, as well as on organisations that adopted the approach after reading about the project.",0.053099699318408966,0.15887963771820068,0
fold_2,1112,"Dissemination strategy: Immediately after and during the project lifetime (2005-7), dissemination took place at the local level through the following channels: Ongoing development of children's and teachers' practices related to children's participation and decision-making through meetings at the six schools directly involved.",0.020454755052924156,0.15887963771820068,0
fold_2,1112,In Service Training Sessions in local schools given by teachers in the research team.,0.007098010741174221,0.15887963771820068,0
fold_2,1112,The project team published a report (see reference 3) and organised conferences attended by head-teachers and teachers to disseminate ideas and approaches.,0.01523455511778593,0.15887963771820068,0
fold_2,1112,"A conference was organised by the children, teachers and researchers in order for children in the six different schools to share the research findings.",0.03721306473016739,0.15887963771820068,0
fold_2,1112,The UEA researchers were interviewed by local radio about the project.,0.00594497611746192,0.15887963771820068,0
fold_2,1112,"In 2007, in order to reach a national audience, CfBT Education Trust commissioned the team to produce a guide for teachers/educational decision makers across the UK (distributed in hard copy and on CfBT Education Trust's website: cdn.cfbt.com/~/media/cfbtcorporate/files/research/2007/r-children-decide-2007.pdf).",0.05426201969385147,0.15887963771820068,0
